Variable,Date,Location,Value
Newly reported deaths,09/27/2014,Grand Gedeh,0.0
Total death/s in confirmed cases,09/27/2014,Grand Gedeh,0.0
Total death/s in probable cases,09/27/2014,Grand Gedeh,0.0
Total death/s in suspected cases,09/27/2014,Grand Gedeh,2.0
"Total death/s in confirmed, probable, suspected cases",09/27/2014,Grand Gedeh,2.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/27/2014,Grand Gedeh,
Newly reported contacts,09/27/2014,Grand Gedeh,0.0
Total contacts listed,09/27/2014,Grand Gedeh,20.0
Currently under follow-up,09/27/2014,Grand Gedeh,20.0
Contacts seen,09/27/2014,Grand Gedeh,0.0
Contacts who completed 21 day follow-up,09/27/2014,Grand Gedeh,0.0
Contacts lost to follow-up,09/27/2014,Grand Gedeh,0.0
New admissions,09/27/2014,Grand Gedeh,
Total no. currently in Treatment Units,09/27/2014,Grand Gedeh,
Total discharges,09/27/2014,Grand Gedeh,
Cumulative admission/isolation,09/27/2014,Grand Gedeh,
Newly Reported Cases in HCW,09/27/2014,Grand Gedeh,0.0
Cumulative cases among HCW,09/27/2014,Grand Gedeh,0.0
Newly Reported deaths in HCW,09/27/2014,Grand Gedeh,0.0
Cumulative deaths among HCW,09/27/2014,Grand Gedeh,0.0
New Case/s (Suspected),09/27/2014,Grand Gedeh,0.0
New Case/s (Probable),09/27/2014,Grand Gedeh,0.0
New case/s (confirmed),09/27/2014,Grand Gedeh,0.0
Total suspected cases,09/27/2014,Grand Gedeh,3.0
Total probable cases,09/27/2014,Grand Gedeh,0.0
Total confirmed cases,09/27/2014,Grand Gedeh,0.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,09/27/2014,Grand Gedeh,0.0
Total Number of Confirmed Cases of Guinean Nationality,09/27/2014,Grand Gedeh,0.0
Specimens collected,09/27/2014,Grand Kru,
Specimens pending for testing,09/27/2014,Grand Kru,
Total specimens tested,09/27/2014,Grand Kru,
Newly reported deaths,09/27/2014,Grand Kru,0.0
Total death/s in confirmed cases,09/27/2014,Grand Kru,5.0
Total death/s in probable cases,09/27/2014,Grand Kru,4.0
Total death/s in suspected cases,09/27/2014,Grand Kru,1.0
"Total death/s in confirmed, probable, suspected cases",09/27/2014,Grand Kru,10.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/27/2014,Grand Kru,
Newly reported contacts,09/27/2014,Grand Kru,0.0
Total contacts listed,09/27/2014,Grand Kru,38.0
Currently under follow-up,09/27/2014,Grand Kru,7.0
Contacts seen,09/27/2014,Grand Kru,0.0
Contacts who completed 21 day follow-up,09/27/2014,Grand Kru,0.0
Contacts lost to follow-up,09/27/2014,Grand Kru,0.0
New admissions,09/27/2014,Grand Kru,
Total no. currently in Treatment Units,09/27/2014,Grand Kru,
Total discharges,09/27/2014,Grand Kru,
Cumulative admission/isolation,09/27/2014,Grand Kru,
Newly Reported Cases in HCW,09/27/2014,Grand Kru,0.0
Cumulative cases among HCW,09/27/2014,Grand Kru,0.0
Newly Reported deaths in HCW,09/27/2014,Grand Kru,0.0
Cumulative deaths among HCW,09/27/2014,Grand Kru,0.0
New Case/s (Suspected),09/27/2014,Grand Kru,0.0
New Case/s (Probable),09/27/2014,Grand Kru,0.0
New case/s (confirmed),09/27/2014,Grand Kru,0.0
Total suspected cases,09/27/2014,Grand Kru,3.0
Total probable cases,09/27/2014,Grand Kru,7.0
Total confirmed cases,09/27/2014,Grand Kru,6.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,09/27/2014,Grand Kru,0.0
Total Number of Confirmed Cases of Guinean Nationality,09/27/2014,Grand Kru,0.0
Specimens collected,09/27/2014,Lofa County,
Specimens pending for testing,09/27/2014,Lofa County,
Total specimens tested,09/27/2014,Lofa County,
Newly reported deaths,09/27/2014,Lofa County,1.0
Total death/s in confirmed cases,09/27/2014,Lofa County,190.0
Total death/s in probable cases,09/27/2014,Lofa County,199.0
Total death/s in suspected cases,09/27/2014,Lofa County,38.0
"Total death/s in confirmed, probable, suspected cases",09/27/2014,Lofa County,427.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/27/2014,Lofa County,
Newly reported contacts,09/27/2014,Lofa County,0.0
Total contacts listed,09/27/2014,Lofa County,664.0
Currently under follow-up,09/27/2014,Lofa County,317.0
Contacts seen,09/27/2014,Lofa County,317.0
Contacts who completed 21 day follow-up,09/27/2014,Lofa County,0.0
Contacts lost to follow-up,09/27/2014,Lofa County,0.0
New admissions,09/27/2014,Lofa County,
Total no. currently in Treatment Units,09/27/2014,Lofa County,
Total discharges,09/27/2014,Lofa County,
Cumulative admission/isolation,09/27/2014,Lofa County,
Newly Reported Cases in HCW,09/27/2014,Lofa County,0.0
Cumulative cases among HCW,09/27/2014,Lofa County,21.0
Newly Reported deaths in HCW,09/27/2014,Lofa County,0.0
Cumulative deaths among HCW,09/27/2014,Lofa County,18.0
New Case/s (Suspected),09/27/2014,Lofa County,0.0
New Case/s (Probable),09/27/2014,Lofa County,1.0
New case/s (confirmed),09/27/2014,Lofa County,0.0
Total suspected cases,09/27/2014,Lofa County,57.0
Total probable cases,09/27/2014,Lofa County,440.0
Total confirmed cases,09/27/2014,Lofa County,281.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,09/27/2014,Lofa County,11.0
Total Number of Confirmed Cases of Guinean Nationality,09/27/2014,Lofa County,0.0
Specimens collected,09/27/2014,Margibi County,
Specimens pending for testing,09/27/2014,Margibi County,
Total specimens tested,09/27/2014,Margibi County,
Newly reported deaths,09/27/2014,Margibi County,1.0
Total death/s in confirmed cases,09/27/2014,Margibi County,40.0
Total death/s in probable cases,09/27/2014,Margibi County,124.0
Total death/s in suspected cases,09/27/2014,Margibi County,75.0
"Total death/s in confirmed, probable, suspected cases",09/27/2014,Margibi County,239.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/27/2014,Margibi County,
Newly reported contacts,09/27/2014,Margibi County,20.0
Total contacts listed,09/27/2014,Margibi County,2008.0
Currently under follow-up,09/27/2014,Margibi County,1804.0
Contacts seen,09/27/2014,Margibi County,1705.0
Contacts who completed 21 day follow-up,09/27/2014,Margibi County,96.0
Contacts lost to follow-up,09/27/2014,Margibi County,14.0
New admissions,09/27/2014,Margibi County,
Total no. currently in Treatment Units,09/27/2014,Margibi County,
Total discharges,09/27/2014,Margibi County,
Cumulative admission/isolation,09/27/2014,Margibi County,
Newly Reported Cases in HCW,09/27/2014,Margibi County,0.0
Cumulative cases among HCW,09/27/2014,Margibi County,42.0
Newly Reported deaths in HCW,09/27/2014,Margibi County,0.0
Cumulative deaths among HCW,09/27/2014,Margibi County,20.0
New Case/s (Suspected),09/27/2014,Margibi County,3.0
New Case/s (Probable),09/27/2014,Margibi County,6.0
New case/s (confirmed),09/27/2014,Margibi County,0.0
Total suspected cases,09/27/2014,Margibi County,276.0
Total probable cases,09/27/2014,Margibi County,306.0
Total confirmed cases,09/27/2014,Margibi County,39.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,09/27/2014,Margibi County,1.0
Total Number of Confirmed Cases of Guinean Nationality,09/27/2014,Margibi County,0.0
Specimens collected,09/27/2014,Maryland County,
Specimens pending for testing,09/27/2014,Maryland County,
Total specimens tested,09/27/2014,Maryland County,
Newly reported deaths,09/27/2014,Maryland County,0.0
Total death/s in confirmed cases,09/27/2014,Maryland County,0.0
Total death/s in probable cases,09/27/2014,Maryland County,5.0
Total death/s in suspected cases,09/27/2014,Maryland County,3.0
"Total death/s in confirmed, probable, suspected cases",09/27/2014,Maryland County,8.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/27/2014,Maryland County,
Newly reported contacts,09/27/2014,Maryland County,0.0
Total contacts listed,09/27/2014,Maryland County,6.0
Currently under follow-up,09/27/2014,Maryland County,6.0
Contacts seen,09/27/2014,Maryland County,0.0
Contacts who completed 21 day follow-up,09/27/2014,Maryland County,0.0
Contacts lost to follow-up,09/27/2014,Maryland County,0.0
New admissions,09/27/2014,Maryland County,
Total no. currently in Treatment Units,09/27/2014,Maryland County,
Total discharges,09/27/2014,Maryland County,
Cumulative admission/isolation,09/27/2014,Maryland County,
Newly Reported Cases in HCW,09/27/2014,Maryland County,0.0
Cumulative cases among HCW,09/27/2014,Maryland County,0.0
Newly Reported deaths in HCW,09/27/2014,Maryland County,0.0
Cumulative deaths among HCW,09/27/2014,Maryland County,0.0
New Case/s (Suspected),09/27/2014,Maryland County,0.0
New Case/s (Probable),09/27/2014,Maryland County,0.0
New case/s (confirmed),09/27/2014,Maryland County,0.0
Total suspected cases,09/27/2014,Maryland County,3.0
Total probable cases,09/27/2014,Maryland County,5.0
Total confirmed cases,09/27/2014,Maryland County,0.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,09/27/2014,Maryland County,0.0
Total Number of Confirmed Cases of Guinean Nationality,09/27/2014,Maryland County,0.0
Specimens collected,09/27/2014,Montserrado County,
Specimens pending for testing,09/27/2014,Montserrado County,
Total specimens tested,09/27/2014,Montserrado County,
Newly reported deaths,09/27/2014,Montserrado County,3.0
Total death/s in confirmed cases,09/27/2014,Montserrado County,528.0
Total death/s in probable cases,09/27/2014,Montserrado County,188.0
Total death/s in suspected cases,09/27/2014,Montserrado County,211.0
"Total death/s in confirmed, probable, suspected cases",09/27/2014,Montserrado County,927.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/27/2014,Montserrado County,
Newly reported contacts,09/27/2014,Montserrado County,96.0
Total contacts listed,09/27/2014,Montserrado County,7634.0
Currently under follow-up,09/27/2014,Montserrado County,3045.0
Contacts seen,09/27/2014,Montserrado County,3035.0
Contacts who completed 21 day follow-up,09/27/2014,Montserrado County,148.0
Contacts lost to follow-up,09/27/2014,Montserrado County,5.0
New admissions,09/27/2014,Montserrado County,
Total no. currently in Treatment Units,09/27/2014,Montserrado County,
Total discharges,09/27/2014,Montserrado County,
Cumulative admission/isolation,09/27/2014,Montserrado County,
Newly Reported Cases in HCW,09/27/2014,Montserrado County,0.0
Cumulative cases among HCW,09/27/2014,Montserrado County,74.0
Newly Reported deaths in HCW,09/27/2014,Montserrado County,0.0
Cumulative deaths among HCW,09/27/2014,Montserrado County,33.0
New Case/s (Suspected),09/27/2014,Montserrado County,13.0
New Case/s (Probable),09/27/2014,Montserrado County,9.0
New case/s (confirmed),09/27/2014,Montserrado County,2.0
Total suspected cases,09/27/2014,Montserrado County,479.0
Total probable cases,09/27/2014,Montserrado County,585.0
Total confirmed cases,09/27/2014,Montserrado County,354.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,09/27/2014,Montserrado County,0.0
Total Number of Confirmed Cases of Guinean Nationality,09/27/2014,Montserrado County,1.0
Specimens collected,09/27/2014,National,
Specimens pending for testing,09/27/2014,National,
Total specimens tested,09/27/2014,National,
Newly reported deaths,09/27/2014,National,8.0
Total death/s in confirmed cases,09/27/2014,National,883.0
Total death/s in probable cases,09/27/2014,National,660.0
Total death/s in suspected cases,09/27/2014,National,440.0
"Total death/s in confirmed, probable, suspected cases",09/27/2014,National,1983.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/27/2014,National,
Newly reported contacts,09/27/2014,National,121.0
Total contacts listed,09/27/2014,National,13037.0
Currently under follow-up,09/27/2014,National,6625.0
Contacts seen,09/27/2014,National,6299.0
Contacts who completed 21 day follow-up,09/27/2014,National,247.0
Contacts lost to follow-up,09/27/2014,National,19.0
New admissions,09/27/2014,National,
Total no. currently in Treatment Units,09/27/2014,National,
Total discharges,09/27/2014,National,
Cumulative admission/isolation,09/27/2014,National,
Newly Reported Cases in HCW,09/27/2014,National,0.0
Cumulative cases among HCW,09/27/2014,National,183.0
Newly Reported deaths in HCW,09/27/2014,National,0.0
Cumulative deaths among HCW,09/27/2014,National,92.0
New Case/s (Suspected),09/27/2014,National,19.0
New Case/s (Probable),09/27/2014,National,16.0
New case/s (confirmed),09/27/2014,National,2.0
Total suspected cases,09/27/2014,National,1103.0
Total probable cases,09/27/2014,National,1642.0
Total confirmed cases,09/27/2014,National,919.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,09/27/2014,National,13.0
Total Number of Confirmed Cases of Guinean Nationality,09/27/2014,National,4.0
Specimens collected,09/27/2014,Nimba County,
Specimens pending for testing,09/27/2014,Nimba County,
Total specimens tested,09/27/2014,Nimba County,
Newly reported deaths,09/27/2014,Nimba County,1.0
Total death/s in confirmed cases,09/27/2014,Nimba County,49.0
Total death/s in probable cases,09/27/2014,Nimba County,71.0
Total death/s in suspected cases,09/27/2014,Nimba County,14.0
"Total death/s in confirmed, probable, suspected cases",09/27/2014,Nimba County,134.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/27/2014,Nimba County,
Newly reported contacts,09/27/2014,Nimba County,0.0
Total contacts listed,09/27/2014,Nimba County,840.0
Currently under follow-up,09/27/2014,Nimba County,471.0
Contacts seen,09/27/2014,Nimba County,471.0
Contacts who completed 21 day follow-up,09/27/2014,Nimba County,3.0
Contacts lost to follow-up,09/27/2014,Nimba County,0.0
New admissions,09/27/2014,Nimba County,
Total no. currently in Treatment Units,09/27/2014,Nimba County,
Total discharges,09/27/2014,Nimba County,
Cumulative admission/isolation,09/27/2014,Nimba County,
Newly Reported Cases in HCW,09/27/2014,Nimba County,0.0
Cumulative cases among HCW,09/27/2014,Nimba County,8.0
Newly Reported deaths in HCW,09/27/2014,Nimba County,0.0
Cumulative deaths among HCW,09/27/2014,Nimba County,8.0
New Case/s (Suspected),09/27/2014,Nimba County,0.0
New Case/s (Probable),09/27/2014,Nimba County,0.0
New case/s (confirmed),09/27/2014,Nimba County,0.0
Total suspected cases,09/27/2014,Nimba County,33.0
Total probable cases,09/27/2014,Nimba County,133.0
Total confirmed cases,09/27/2014,Nimba County,77.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,09/27/2014,Nimba County,0.0
Total Number of Confirmed Cases of Guinean Nationality,09/27/2014,Nimba County,0.0
Specimens collected,09/27/2014,River Gee County,
Specimens pending for testing,09/27/2014,River Gee County,
Total specimens tested,09/27/2014,River Gee County,
Newly reported deaths,09/27/2014,River Gee County,0.0
Total death/s in confirmed cases,09/27/2014,River Gee County,0.0
Total death/s in probable cases,09/27/2014,River Gee County,0.0
Total death/s in suspected cases,09/27/2014,River Gee County,6.0
"Total death/s in confirmed, probable, suspected cases",09/27/2014,River Gee County,6.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/27/2014,River Gee County,
Newly reported contacts,09/27/2014,River Gee County,0.0
Total contacts listed,09/27/2014,River Gee County,19.0
Currently under follow-up,09/27/2014,River Gee County,4.0
Contacts seen,09/27/2014,River Gee County,0.0
Contacts who completed 21 day follow-up,09/27/2014,River Gee County,0.0
Contacts lost to follow-up,09/27/2014,River Gee County,0.0
New admissions,09/27/2014,River Gee County,
Total no. currently in Treatment Units,09/27/2014,River Gee County,
Total discharges,09/27/2014,River Gee County,
Cumulative admission/isolation,09/27/2014,River Gee County,
Newly Reported Cases in HCW,09/27/2014,River Gee County,0.0
Cumulative cases among HCW,09/27/2014,River Gee County,0.0
Newly Reported deaths in HCW,09/27/2014,River Gee County,0.0
Cumulative deaths among HCW,09/27/2014,River Gee County,0.0
New Case/s (Suspected),09/27/2014,River Gee County,0.0
New Case/s (Probable),09/27/2014,River Gee County,0.0
New case/s (confirmed),09/27/2014,River Gee County,0.0
Total suspected cases,09/27/2014,River Gee County,11.0
Total probable cases,09/27/2014,River Gee County,4.0
Total confirmed cases,09/27/2014,River Gee County,2.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,09/27/2014,River Gee County,0.0
Total Number of Confirmed Cases of Guinean Nationality,09/27/2014,River Gee County,0.0
Specimens collected,09/27/2014,RiverCess County,
Specimens pending for testing,09/27/2014,RiverCess County,
Total specimens tested,09/27/2014,RiverCess County,
Newly reported deaths,09/27/2014,RiverCess County,0.0
Total death/s in confirmed cases,09/27/2014,RiverCess County,3.0
Total death/s in probable cases,09/27/2014,RiverCess County,3.0
Total death/s in suspected cases,09/27/2014,RiverCess County,2.0
"Total death/s in confirmed, probable, suspected cases",09/27/2014,RiverCess County,8.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/27/2014,RiverCess County,
Newly reported contacts,09/27/2014,RiverCess County,0.0
Total contacts listed,09/27/2014,RiverCess County,91.0
Currently under follow-up,09/27/2014,RiverCess County,44.0
Contacts seen,09/27/2014,RiverCess County,0.0
Contacts who completed 21 day follow-up,09/27/2014,RiverCess County,0.0
Contacts lost to follow-up,09/27/2014,RiverCess County,0.0
New admissions,09/27/2014,RiverCess County,
