,Variable,Date,Location,Value
18338,Case Fatality Rate (CFR) - Confirmed & Probable Cases,6/16/2014,Montserrado County,
18339,Newly reported contacts,6/16/2014,Montserrado County,0.0
18340,Total contacts listed,6/16/2014,Montserrado County,13.0
18341,Currently under follow-up,6/16/2014,Montserrado County,0.0
18342,Contacts seen,6/16/2014,Montserrado County,0.0
18343,Contacts who completed 21 day follow-up,6/16/2014,Montserrado County,0.0
18344,Contacts lost to follow-up,6/16/2014,Montserrado County,0.0
18345,New admissions,6/16/2014,Montserrado County,0.0
18346,Total no. currently in Treatment Units,6/16/2014,Montserrado County,0.0
18347,Total discharges,6/16/2014,Montserrado County,0.0
18348,Cumulative admission/isolation,6/16/2014,Montserrado County,0.0
18349,Newly Reported Cases in HCW,6/16/2014,Montserrado County,
18350,Cumulative cases among HCW,6/16/2014,Montserrado County,1.0
18351,Newly Reported deaths in HCW,6/16/2014,Montserrado County,0.0
18352,Cumulative deaths among HCW,6/16/2014,Montserrado County,1.0
18353,New Case/s (Suspected),6/16/2014,Montserrado County,0.0
18354,New Case/s (Probable),6/16/2014,Montserrado County,1.0
18355,New case/s (confirmed),6/16/2014,Montserrado County,0.0
18356,Total suspected cases,6/16/2014,Montserrado County,0.0
18357,Total probable cases,6/16/2014,Montserrado County,4.0
18358,Total confirmed cases,6/16/2014,Montserrado County,4.0
18359,Total Number of Confirmed Cases of Sierra Leonean Nationality,6/16/2014,Montserrado County,0.0
18360,Total Number of Confirmed Cases of Guinean Nationality,6/16/2014,Montserrado County,
20163,Specimens collected,6/16/2014,National,1.0
20164,Specimens pending for testing,6/16/2014,National,0.0
20165,Total specimens tested,6/16/2014,National,28.0
20166,Newly reported deaths,6/16/2014,National,2.0
20167,Total death/s in confirmed cases,6/16/2014,National,8.0
20168,Total death/s in probable cases,6/16/2014,National,6.0
20169,Total death/s in suspected cases,6/16/2014,National,2.0
20170,"Total death/s in confirmed, probable, suspected cases",6/16/2014,National,16.0
20171,Case Fatality Rate (CFR) - Confirmed & Probable Cases,6/16/2014,National,
20172,Newly reported contacts,6/16/2014,National,41.0
20173,Total contacts listed,6/16/2014,National,108.0
20174,Currently under follow-up,6/16/2014,National,95.0
20175,Contacts seen,6/16/2014,National,95.0
20176,Contacts who completed 21 day follow-up,6/16/2014,National,11.0
20177,Contacts lost to follow-up,6/16/2014,National,
20178,New admissions,6/16/2014,National,1.0
20179,Total no. currently in Treatment Units,6/16/2014,National,5.0
20180,Total discharges,6/16/2014,National,3.0
20181,Cumulative admission/isolation,6/16/2014,National,5.0
20182,Newly Reported Cases in HCW,6/16/2014,National,0.0
20183,Cumulative cases among HCW,6/16/2014,National,1.0
20184,Newly Reported deaths in HCW,6/16/2014,National,0.0
20185,Cumulative deaths among HCW,6/16/2014,National,1.0
20186,New Case/s (Suspected),6/16/2014,National,2.0
20187,New Case/s (Probable),6/16/2014,National,1.0
20188,New case/s (confirmed),6/16/2014,National,1.0
20189,Total suspected cases,6/16/2014,National,4.0
20190,Total probable cases,6/16/2014,National,6.0
20191,Total confirmed cases,6/16/2014,National,12.0
20192,Total Number of Confirmed Cases of Sierra Leonean Nationality,6/16/2014,National,1.0
20193,Total Number of Confirmed Cases of Guinean Nationality,6/16/2014,National,0.0
21996,Specimens collected,6/16/2014,Nimba County,
21997,Specimens pending for testing,6/16/2014,Nimba County,
21998,Total specimens tested,6/16/2014,Nimba County,
21999,Newly reported deaths,6/16/2014,Nimba County,
22000,Total death/s in confirmed cases,6/16/2014,Nimba County,
22001,Total death/s in probable cases,6/16/2014,Nimba County,
22002,Total death/s in suspected cases,6/16/2014,Nimba County,
22003,"Total death/s in confirmed, probable, suspected cases",6/16/2014,Nimba County,
22004,Case Fatality Rate (CFR) - Confirmed & Probable Cases,6/16/2014,Nimba County,
22005,Newly reported contacts,6/16/2014,Nimba County,
22006,Total contacts listed,6/16/2014,Nimba County,
22007,Currently under follow-up,6/16/2014,Nimba County,
22008,Contacts seen,6/16/2014,Nimba County,
22009,Contacts who completed 21 day follow-up,6/16/2014,Nimba County,
22010,Contacts lost to follow-up,6/16/2014,Nimba County,
22011,New admissions,6/16/2014,Nimba County,
22012,Total no. currently in Treatment Units,6/16/2014,Nimba County,
22013,Total discharges,6/16/2014,Nimba County,
22014,Cumulative admission/isolation,6/16/2014,Nimba County,
22015,Newly Reported Cases in HCW,6/16/2014,Nimba County,
22016,Cumulative cases among HCW,6/16/2014,Nimba County,
22017,Newly Reported deaths in HCW,6/16/2014,Nimba County,
22018,Cumulative deaths among HCW,6/16/2014,Nimba County,
22019,New Case/s (Suspected),6/16/2014,Nimba County,
22020,New Case/s (Probable),6/16/2014,Nimba County,
22021,New case/s (confirmed),6/16/2014,Nimba County,
22022,Total suspected cases,6/16/2014,Nimba County,
22023,Total probable cases,6/16/2014,Nimba County,
22024,Total confirmed cases,6/16/2014,Nimba County,
22025,Total Number of Confirmed Cases of Sierra Leonean Nationality,6/16/2014,Nimba County,
22026,Total Number of Confirmed Cases of Guinean Nationality,6/16/2014,Nimba County,
23829,Specimens collected,6/16/2014,River Gee County,
23830,Specimens pending for testing,6/16/2014,River Gee County,
23831,Total specimens tested,6/16/2014,River Gee County,
23832,Newly reported deaths,6/16/2014,River Gee County,
23833,Total death/s in confirmed cases,6/16/2014,River Gee County,
23834,Total death/s in probable cases,6/16/2014,River Gee County,
23835,Total death/s in suspected cases,6/16/2014,River Gee County,
23836,"Total death/s in confirmed, probable, suspected cases",6/16/2014,River Gee County,
23837,Case Fatality Rate (CFR) - Confirmed & Probable Cases,6/16/2014,River Gee County,
23838,Newly reported contacts,6/16/2014,River Gee County,
23839,Total contacts listed,6/16/2014,River Gee County,
23840,Currently under follow-up,6/16/2014,River Gee County,
23841,Contacts seen,6/16/2014,River Gee County,
23842,Contacts who completed 21 day follow-up,6/16/2014,River Gee County,
23843,Contacts lost to follow-up,6/16/2014,River Gee County,
23844,New admissions,6/16/2014,River Gee County,
23845,Total no. currently in Treatment Units,6/16/2014,River Gee County,
23846,Total discharges,6/16/2014,River Gee County,
23847,Cumulative admission/isolation,6/16/2014,River Gee County,
23848,Newly Reported Cases in HCW,6/16/2014,River Gee County,
23849,Cumulative cases among HCW,6/16/2014,River Gee County,
23850,Newly Reported deaths in HCW,6/16/2014,River Gee County,
23851,Cumulative deaths among HCW,6/16/2014,River Gee County,
23852,New Case/s (Suspected),6/16/2014,River Gee County,
23853,New Case/s (Probable),6/16/2014,River Gee County,
23854,New case/s (confirmed),6/16/2014,River Gee County,
23855,Total suspected cases,6/16/2014,River Gee County,
23856,Total probable cases,6/16/2014,River Gee County,
23857,Total confirmed cases,6/16/2014,River Gee County,
23858,Total Number of Confirmed Cases of Sierra Leonean Nationality,6/16/2014,River Gee County,
23859,Total Number of Confirmed Cases of Guinean Nationality,6/16/2014,River Gee County,
25662,Specimens collected,6/16/2014,RiverCess County,
25663,Specimens pending for testing,6/16/2014,RiverCess County,
25664,Total specimens tested,6/16/2014,RiverCess County,
25665,Newly reported deaths,6/16/2014,RiverCess County,
25666,Total death/s in confirmed cases,6/16/2014,RiverCess County,
25667,Total death/s in probable cases,6/16/2014,RiverCess County,
25668,Total death/s in suspected cases,6/16/2014,RiverCess County,
25669,"Total death/s in confirmed, probable, suspected cases",6/16/2014,RiverCess County,
25670,Case Fatality Rate (CFR) - Confirmed & Probable Cases,6/16/2014,RiverCess County,
25671,Newly reported contacts,6/16/2014,RiverCess County,
25672,Total contacts listed,6/16/2014,RiverCess County,
25673,Currently under follow-up,6/16/2014,RiverCess County,
25674,Contacts seen,6/16/2014,RiverCess County,
25675,Contacts who completed 21 day follow-up,6/16/2014,RiverCess County,
25676,Contacts lost to follow-up,6/16/2014,RiverCess County,
25677,New admissions,6/16/2014,RiverCess County,
25678,Total no. currently in Treatment Units,6/16/2014,RiverCess County,
25679,Total discharges,6/16/2014,RiverCess County,
25680,Cumulative admission/isolation,6/16/2014,RiverCess County,
25681,Newly Reported Cases in HCW,6/16/2014,RiverCess County,
25682,Cumulative cases among HCW,6/16/2014,RiverCess County,
25683,Newly Reported deaths in HCW,6/16/2014,RiverCess County,
25684,Cumulative deaths among HCW,6/16/2014,RiverCess County,
25685,New Case/s (Suspected),6/16/2014,RiverCess County,
25686,New Case/s (Probable),6/16/2014,RiverCess County,
25687,New case/s (confirmed),6/16/2014,RiverCess County,
25688,Total suspected cases,6/16/2014,RiverCess County,
25689,Total probable cases,6/16/2014,RiverCess County,
25690,Total confirmed cases,6/16/2014,RiverCess County,
25691,Total Number of Confirmed Cases of Sierra Leonean Nationality,6/16/2014,RiverCess County,
25692,Total Number of Confirmed Cases of Guinean Nationality,6/16/2014,RiverCess County,
27495,Specimens collected,6/16/2014,Sinoe County,
27496,Specimens pending for testing,6/16/2014,Sinoe County,
27497,Total specimens tested,6/16/2014,Sinoe County,
27498,Newly reported deaths,6/16/2014,Sinoe County,
27499,Total death/s in confirmed cases,6/16/2014,Sinoe County,
27500,Total death/s in probable cases,6/16/2014,Sinoe County,
27501,Total death/s in suspected cases,6/16/2014,Sinoe County,
27502,"Total death/s in confirmed, probable, suspected cases",6/16/2014,Sinoe County,
27503,Case Fatality Rate (CFR) - Confirmed & Probable Cases,6/16/2014,Sinoe County,
27504,Newly reported contacts,6/16/2014,Sinoe County,
27505,Total contacts listed,6/16/2014,Sinoe County,
27506,Currently under follow-up,6/16/2014,Sinoe County,
27507,Contacts seen,6/16/2014,Sinoe County,
27508,Contacts who completed 21 day follow-up,6/16/2014,Sinoe County,
27509,Contacts lost to follow-up,6/16/2014,Sinoe County,
27510,New admissions,6/16/2014,Sinoe County,
27511,Total no. currently in Treatment Units,6/16/2014,Sinoe County,
27512,Total discharges,6/16/2014,Sinoe County,
27513,Cumulative admission/isolation,6/16/2014,Sinoe County,
27514,Newly Reported Cases in HCW,6/16/2014,Sinoe County,
27515,Cumulative cases among HCW,6/16/2014,Sinoe County,
27516,Newly Reported deaths in HCW,6/16/2014,Sinoe County,
27517,Cumulative deaths among HCW,6/16/2014,Sinoe County,
27518,New Case/s (Suspected),6/16/2014,Sinoe County,
27519,New Case/s (Probable),6/16/2014,Sinoe County,
27520,New case/s (confirmed),6/16/2014,Sinoe County,
27521,Total suspected cases,6/16/2014,Sinoe County,
27522,Total probable cases,6/16/2014,Sinoe County,
27523,Total confirmed cases,6/16/2014,Sinoe County,
27524,Total Number of Confirmed Cases of Sierra Leonean Nationality,6/16/2014,Sinoe County,
27525,Total Number of Confirmed Cases of Guinean Nationality,6/16/2014,Sinoe County,
29328,Specimens collected,6/16/2014,Unnamed: 3,
29329,Specimens pending for testing,6/16/2014,Unnamed: 3,
29330,Total specimens tested,6/16/2014,Unnamed: 3,
29331,Newly reported deaths,6/16/2014,Unnamed: 3,
29332,Total death/s in confirmed cases,6/16/2014,Unnamed: 3,
29333,Total death/s in probable cases,6/16/2014,Unnamed: 3,
29334,Total death/s in suspected cases,6/16/2014,Unnamed: 3,
29335,"Total death/s in confirmed, probable, suspected cases",6/16/2014,Unnamed: 3,
29336,Case Fatality Rate (CFR) - Confirmed & Probable Cases,6/16/2014,Unnamed: 3,
29337,Newly reported contacts,6/16/2014,Unnamed: 3,
29338,Total contacts listed,6/16/2014,Unnamed: 3,
29339,Currently under follow-up,6/16/2014,Unnamed: 3,
29340,Contacts seen,6/16/2014,Unnamed: 3,
29341,Contacts who completed 21 day follow-up,6/16/2014,Unnamed: 3,
29342,Contacts lost to follow-up,6/16/2014,Unnamed: 3,
29343,New admissions,6/16/2014,Unnamed: 3,
29344,Total no. currently in Treatment Units,6/16/2014,Unnamed: 3,
29345,Total discharges,6/16/2014,Unnamed: 3,
29346,Cumulative admission/isolation,6/16/2014,Unnamed: 3,
29347,Newly Reported Cases in HCW,6/16/2014,Unnamed: 3,
29348,Cumulative cases among HCW,6/16/2014,Unnamed: 3,
29349,Newly Reported deaths in HCW,6/16/2014,Unnamed: 3,
29350,Cumulative deaths among HCW,6/16/2014,Unnamed: 3,
29351,New Case/s (Suspected),6/16/2014,Unnamed: 3,
29352,New Case/s (Probable),6/16/2014,Unnamed: 3,
29353,New case/s (confirmed),6/16/2014,Unnamed: 3,
29354,Total suspected cases,6/16/2014,Unnamed: 3,
29355,Total probable cases,6/16/2014,Unnamed: 3,
29356,Total confirmed cases,6/16/2014,Unnamed: 3,
29357,Total Number of Confirmed Cases of Sierra Leonean Nationality,6/16/2014,Unnamed: 3,
29358,Total Number of Confirmed Cases of Guinean Nationality,6/16/2014,Unnamed: 3,
31,Specimens collected,6/17/2014,Bomi County,
32,Specimens pending for testing,6/17/2014,Bomi County,
33,Total specimens tested,6/17/2014,Bomi County,
34,Newly reported deaths,6/17/2014,Bomi County,
35,Total death/s in confirmed cases,6/17/2014,Bomi County,
36,Total death/s in probable cases,6/17/2014,Bomi County,
37,Total death/s in suspected cases,6/17/2014,Bomi County,
38,"Total death/s in confirmed, probable, suspected cases",6/17/2014,Bomi County,
39,Case Fatality Rate (CFR) - Confirmed & Probable Cases,6/17/2014,Bomi County,
40,Newly reported contacts,6/17/2014,Bomi County,
41,Total contacts listed,6/17/2014,Bomi County,
42,Currently under follow-up,6/17/2014,Bomi County,
43,Contacts seen,6/17/2014,Bomi County,
44,Contacts who completed 21 day follow-up,6/17/2014,Bomi County,
45,Contacts lost to follow-up,6/17/2014,Bomi County,
46,New admissions,6/17/2014,Bomi County,
47,Total no. currently in Treatment Units,6/17/2014,Bomi County,
48,Total discharges,6/17/2014,Bomi County,
49,Cumulative admission/isolation,6/17/2014,Bomi County,
50,Newly Reported Cases in HCW,6/17/2014,Bomi County,
51,Cumulative cases among HCW,6/17/2014,Bomi County,
52,Newly Reported deaths in HCW,6/17/2014,Bomi County,
53,Cumulative deaths among HCW,6/17/2014,Bomi County,
54,New Case/s (Suspected),6/17/2014,Bomi County,
55,New Case/s (Probable),6/17/2014,Bomi County,
56,New case/s (confirmed),6/17/2014,Bomi County,
57,Total suspected cases,6/17/2014,Bomi County,
58,Total probable cases,6/17/2014,Bomi County,
59,Total confirmed cases,6/17/2014,Bomi County,
60,Total Number of Confirmed Cases of Sierra Leonean Nationality,6/17/2014,Bomi County,
61,Total Number of Confirmed Cases of Guinean Nationality,6/17/2014,Bomi County,
1864,Specimens collected,6/17/2014,Bong County,
1865,Specimens pending for testing,6/17/2014,Bong County,
1866,Total specimens tested,6/17/2014,Bong County,
1867,Newly reported deaths,6/17/2014,Bong County,
1868,Total death/s in confirmed cases,6/17/2014,Bong County,
1869,Total death/s in probable cases,6/17/2014,Bong County,
1870,Total death/s in suspected cases,6/17/2014,Bong County,
1871,"Total death/s in confirmed, probable, suspected cases",6/17/2014,Bong County,
1872,Case Fatality Rate (CFR) - Confirmed & Probable Cases,6/17/2014,Bong County,
1873,Newly reported contacts,6/17/2014,Bong County,
1874,Total contacts listed,6/17/2014,Bong County,
1875,Currently under follow-up,6/17/2014,Bong County,
1876,Contacts seen,6/17/2014,Bong County,
1877,Contacts who completed 21 day follow-up,6/17/2014,Bong County,
1878,Contacts lost to follow-up,6/17/2014,Bong County,
1879,New admissions,6/17/2014,Bong County,
1880,Total no. currently in Treatment Units,6/17/2014,Bong County,
1881,Total discharges,6/17/2014,Bong County,
1882,Cumulative admission/isolation,6/17/2014,Bong County,
1883,Newly Reported Cases in HCW,6/17/2014,Bong County,
1884,Cumulative cases among HCW,6/17/2014,Bong County,
1885,Newly Reported deaths in HCW,6/17/2014,Bong County,
1886,Cumulative deaths among HCW,6/17/2014,Bong County,
1887,New Case/s (Suspected),6/17/2014,Bong County,
1888,New Case/s (Probable),6/17/2014,Bong County,
1889,New case/s (confirmed),6/17/2014,Bong County,
1890,Total suspected cases,6/17/2014,Bong County,
1891,Total probable cases,6/17/2014,Bong County,
1892,Total confirmed cases,6/17/2014,Bong County,
1893,Total Number of Confirmed Cases of Sierra Leonean Nationality,6/17/2014,Bong County,
1894,Total Number of Confirmed Cases of Guinean Nationality,6/17/2014,Bong County,
3697,Specimens collected,6/17/2014,Gbarpolu County,
3698,Specimens pending for testing,6/17/2014,Gbarpolu County,
3699,Total specimens tested,6/17/2014,Gbarpolu County,
3700,Newly reported deaths,6/17/2014,Gbarpolu County,
3701,Total death/s in confirmed cases,6/17/2014,Gbarpolu County,
3702,Total death/s in probable cases,6/17/2014,Gbarpolu County,
3703,Total death/s in suspected cases,6/17/2014,Gbarpolu County,
3704,"Total death/s in confirmed, probable, suspected cases",6/17/2014,Gbarpolu County,
3705,Case Fatality Rate (CFR) - Confirmed & Probable Cases,6/17/2014,Gbarpolu County,
3706,Newly reported contacts,6/17/2014,Gbarpolu County,
3707,Total contacts listed,6/17/2014,Gbarpolu County,
3708,Currently under follow-up,6/17/2014,Gbarpolu County,
3709,Contacts seen,6/17/2014,Gbarpolu County,
3710,Contacts who completed 21 day follow-up,6/17/2014,Gbarpolu County,
3711,Contacts lost to follow-up,6/17/2014,Gbarpolu County,
3712,New admissions,6/17/2014,Gbarpolu County,
3713,Total no. currently in Treatment Units,6/17/2014,Gbarpolu County,
3714,Total discharges,6/17/2014,Gbarpolu County,
3715,Cumulative admission/isolation,6/17/2014,Gbarpolu County,
3716,Newly Reported Cases in HCW,6/17/2014,Gbarpolu County,
